age,college,draft_year,draft_round,draft_number,player_name,player_height,team_abbreviation
376,23.0,Syracuse,1996,1,18,John Wallace,205.74,NYK
377,33.0,Richmond,1986,2,29,Johnny Newman,200.66,MIL
378,27.0,Georgia Tech,1992,1,21,Jon Barry,195.58,ATL
379,29.0,Arizona,1990,2,38,Jud Buechler,198.12,CHI
380,24.0,Michigan,1994,1,5,Juwan Howard,205.74,WAS
381,33.0,Louisiana Tech,1985,1,13,Karl Malone,205.74,UTA
382,29.0,Alabama,Undrafted,Undrafted,Undrafted,Keith Askins,203.2,MIA
383,27.0,Notre Dame,Undrafted,Undrafted,Undrafted,Keith Tower,210.82,MIL
384,32.0,Illinois,1987,1,19,Ken Norman,203.2,ATL
385,40.0,Detroit Mercy,1978,2,29,John Long,195.58,TOR
386,21.0,Memphis,1996,1,7,Lorenzen Wright,210.82,LAC
387,24.0,Marquette,1994,2,32,Jim McIlvaine,215.9,SEA
388,24.0,Massachusetts,1995,2,30,Lou Roe,200.66,GSW
389,28.0,Georgia Southern,Undrafted,Undrafted,Undrafted,Michael Curry,195.58,DET
390,24.0,Wisconsin,1995,1,21,Michael Finley,200.66,DAL
391,24.0,Xavier,Undrafted,Undrafted,Undrafted,Michael Hawkins,182.88,BOS
392,34.0,North Carolina,1984,1,3,Michael Jordan,198.12,CHI
393,25.0,Providence,1994,2,35,Michael Smith,203.2,SAC
394,33.0,George Washington,1985,3,69,Mike Brown,208.28,PHX
395,32.0,Kansas State,1988,1,5,Mitch Richmond,195.58,SAC
396,26.0,UCLA,Undrafted,Undrafted,Undrafted,Mitchell Butler,195.58,POR
397,25.0,Notre Dame,1994,1,24,Monty Williams,203.2,SAS
398,23.0,West Florida,1996,2,33,Moochie Norris,187.96,VAN
399,30.0,Oklahoma,1989,1,12,Mookie Blaylock,185.42,ATL
400,35.0,San Diego State,1984,1,14,Michael Cage,205.74,PHI
401,32.0,Wake Forest,1987,1,12,Muggsy Bogues,160.02,CHH
402,32.0,North Carolina State,1986,2,30,Nate McMillan,195.58,SEA
403,29.0,Illinois,1989,1,11,Nick Anderson,198.12,ORL
404,25.0,Cincinnati,1993,2,37,Nick Van Exel,185.42,LAL
405,32.0,Virginia,1987,1,8,Olden Polynice,213.36,SAC
406,27.0,Arkansas,1992,1,22,Oliver Miller,205.74,TOR
407,23.0,Georgetown,1996,2,30,Othella Harrington,205.74,HOU
408,34.0,Providence,1984,1,9,Otis Thorpe,208.28,DET
409,27.0,Louisiana Tech,1992,2,29,P.J. Brown,210.82,MIA
410,34.0,Georgetown,1985,1,1,Patrick Ewing,213.36,NYK
411,30.0,Louisville,1989,1,1,Pervis Ellison,205.74,BOS
412,27.0,Stetson,Undrafted,Undrafted,Undrafted,Lorenzo Williams,205.74,WAS
413,23.0,Montevallo,Undrafted,Undrafted,Undrafted,Nate Driggers,195.58,BOS
414,24.0,Missouri,Undrafted,Undrafted,Undrafted,Melvin Booker,187.96,GSW
415,28.0,North Carolina,1991,1,27,Pete Chilcutt,208.28,VAN
416,25.0,Pennsylvania,Undrafted,Undrafted,Undrafted,Matt Maloney,190.5,HOU
417,27.0,Michigan State,1992,2,52,Matt Steigenga,200.66,CHI
418,29.0,Michigan,1990,1,13,Loy Vaught,205.74,LAC
419,28.0,New Mexico,1991,1,7,Luc Longley,218.44,CHI
420,26.0,Long Beach State,1993,2,28,Lucious Harris,195.58,PHI
421,28.0,Louisiana State,1990,1,3,Mahmoud Abdul-Rauf,185.42,SAC
422,22.0,Drexel,1996,2,44,Malik Rose,200.66,CHH
423,27.0,St. John's (NY),1992,1,14,Malik Sealy,203.2,LAC
424,23.0,Massachusetts,1996,1,2,Marcus Camby,210.82,TOR
425,33.0,American International,1985,7,160,Mario Elie,195.58,HOU
426,28.0,None,Undrafted,Undrafted,Undrafted,Mark Bradtke,208.28,PHI
427,32.0,Seton Hall,1988,1,21,Mark Bryant,205.74,PHX
428,23.0,Murray State,1996,2,46,Marcus Brown,190.5,POR
429,23.0,Washington State,1996,2,31,Mark Hendrickson,205.74,PHI
430,32.0,St. John's (NY),1987,1,18,Mark Jackson,190.5,IND
431,33.0,Georgia Tech,1986,2,25,Mark Price,182.88,GSW
432,26.0,Temple,Undrafted,Undrafted,Undrafted,Mark Strickland,208.28,MIA
433,27.0,Georgia Tech,1992,2,42,Matt Geiger,215.9,CHH
434,36.0,Old Dominion,1983,2,30,Mark West,208.28,CLE
435,22.0,Seward County Community College,1995,2,50,Martin Lewis,198.12,TOR
436,22.0,None,1996,1,25,Martin Muursepp,205.74,DAL
437,29.0,Providence,Undrafted,Undrafted,Undrafted,Marty Conlon,210.82,BOS
438,30.0,Iowa,Undrafted,Undrafted,Undrafted,Matt Bullard,208.28,HOU
439,27.0,North Carolina-Wilmington,1992,2,50,Matt Fish,210.82,MIA
440,24.0,Texas Tech,1995,2,48,Mark Davis,200.66,PHI
441,21.0,None,1997,2,33,Marko Milic,198.12,PHX
442,23.0,None,1996,1,25,Martin Muursepp,205.74,DAL
443,30.0,Providence,Undrafted,Undrafted,Undrafted,Marty Conlon,210.82,MIA
444,31.0,Iowa,Undrafted,Undrafted,Undrafted,Matt Bullard,208.28,HOU
445,29.0,Georgia Southern,Undrafted,Undrafted,Undrafted,Michael Curry,195.58,MIL
446,26.0,Pennsylvania,Undrafted,Undrafted,Undrafted,Matt Maloney,190.5,HOU
447,21.0,Michigan,1997,1,14,Maurice Taylor,205.74,LAC
448,36.0,San Diego State,1984,1,14,Michael Cage,205.74,NJN
449,37.0,Old Dominion,1983,2,30,Mark West,208.28,IND
450,28.0,Georgia Tech,1992,2,42,Matt Geiger,215.9,CHH
451,27.0,Temple,Undrafted,Undrafted,Undrafted,Mark Strickland,208.28,MIA
452,29.0,Louisiana State,1990,1,3,Mahmoud Abdul-Rauf,185.42,SAC
453,25.0,Kentucky,1996,2,52,Mark Pope,208.28,IND
454,33.0,St. John's (NY),1987,1,18,Mark Jackson,190.5,IND
455,24.0,Washington State,1996,2,31,Mark Hendrickson,205.74,SAC
456,25.0,Texas Tech,1995,2,48,Mark Davis,200.66,PHI
457,33.0,Seton Hall,1988,1,21,Mark Bryant,205.74,PHX
458,34.0,American International,1985,7,160,Mario Elie,195.58,HOU
459,24.0,Arizona State,1995,1,27,Mario Bennett,205.74,LAL
460,24.0,Massachusetts,1996,1,2,Marcus Camby,210.82,TOR
461,28.0,St. John's (NY),1992,1,14,Malik Sealy,203.2,DET
462,23.0,Drexel,1996,2,44,Malik Rose,200.66,SAS
463,23.0,Louisiana State,1996,2,42,Randy Livingston,193.04,ATL
464,34.0,Georgia Tech,1986,2,25,Mark Price,182.88,ORL
465,25.0,Wisconsin,1995,1,21,Michael Finley,200.66,DAL
466,26.0,Cincinnati,1993,2,37,Nick Van Exel,185.42,LAL
467,29.0,New Orleans,1995,2,55,Michael McDonald,208.28,CHH
468,27.0,Long Beach State,1993,2,28,Lucious Harris,195.58,NJN
469,30.0,New Mexico State,1991,2,31,Randy Brown,187.96,CHI
470,24.0,Central State (OH),1996,1,28,Priest Lauderdale,223.52,DEN
471,28.0,Murray State,1992,2,41,Popeye Jones,203.2,TOR
472,32.0,UCLA,1989,1,10,Pooh Richardson,185.42,LAC
473,34.0,Arkansas-Little Rock,1986,6,120,Pete Myers,198.12,NYK
474,29.0,North Carolina,1991,1,27,Pete Chilcutt,208.28,VAN
475,31.0,Louisville,1989,1,1,Pervis Ellison,205.74,BOS
476,35.0,Georgetown,1985,1,1,Patrick Ewing,213.36,NYK
477,28.0,Louisiana Tech,1992,2,29,P.J. Brown,210.82,MIA
478,35.0,Providence,1984,1,9,Otis Thorpe,208.28,SAC
479,35.0,North Carolina,1984,1,3,Michael Jordan,198.12,CHI
480,24.0,Georgetown,1996,2,30,Othella Harrington,205.74,HOU
481,33.0,Virginia,1987,1,8,Olden Polynice,213.36,SAC
482,30.0,Illinois,1989,1,11,Nick Anderson,198.12,ORL
483,33.0,North Carolina State,1986,2,30,Nate McMillan,195.58,SEA
484,33.0,Wake Forest,1987,1,12,Muggsy Bogues,160.02,GSW
485,31.0,Oklahoma,1989,1,12,Mookie Blaylock,185.42,ATL
486,26.0,Notre Dame,1994,1,24,Monty Williams,203.2,SAS
487,27.0,UCLA,Undrafted,Undrafted,Undrafted,Mitchell Butler,195.58,CLE
488,33.0,Kansas State,1988,1,5,Mitch Richmond,195.58,SAC
489,31.0,Baylor,1988,2,48,Micheal Williams,187.96,MIN
490,23.0,California,Undrafted,Undrafted,Undrafted,Michael Stewart,208.28,SAC
491,26.0,Providence,1994,2,35,Michael Smith,203.2,VAN
492,28.0,Arkansas,1992,1,22,Oliver Miller,205.74,TOR
493,29.0,New Mexico,1991,1,7,Luc Longley,218.44,CHI
494,24.0,Villanova,1996,1,8,Kerry Kittles,195.58,NJN
495,28.0,Stetson,Undrafted,Undrafted,Undrafted,Lorenzo Williams,205.74,WAS
496,23.0,Maryland,1997,1,28,Keith Booth,198.12,CHI
497,30.0,Alabama,Undrafted,Undrafted,Undrafted,Keith Askins,203.2,MIA
498,24.0,Cal State-Bakersfield,1997,2,35,Kebu Stewart,203.2,PHI
499,34.0,Louisiana Tech,1985,1,13,Karl Malone,205.74,UTA
500,25.0,Michigan,1994,1,5,Juwan Howard,205.74,WAS
501,30.0,Arizona,1990,2,38,Jud Buechler,198.12,CHI
502,28.0,Georgia Tech,1992,1,21,Jon Barry,195.58,LAL
503,24.0,Tennessee-Chattanooga,1997,1,17,Johnny Taylor,205.74,ORL
504,34.0,Richmond,1986,2,29,Johnny Newman,200.66,DEN
505,24.0,Syracuse,1996,1,18,John Wallace,205.74,TOR
506,22.0,Minnesota,1997,1,25,John Thomas,205.74,TOR
507,36.0,Gonzaga,1984,1,16,John Stockton,185.42,UTA
508,32.0,Oklahoma State,Undrafted,Undrafted,Undrafted,John Starks,195.58,NYK
509,28.0,Virginia,Undrafted,Undrafted,Undrafted,John Crotty,185.42,POR
510,33.0,North Carolina,1987,1,13,Joe Wolf,210.82,DEN
511,25.0,Arkansas-Little Rock,Undrafted,Undrafted,Undrafted,Joe Stephens,200.66,HOU
512,22.0,Maryland,1995,1,1,Joe Smith,208.28,PHI
513,36.0,Arkansas,1985,1,6,Joe Kleine,210.82,CHI
514,35.0,McNeese State,1985,1,18,Joe Dumars,190.5,DET
515,28.0,Purdue,1991,2,39,Jimmy Oliver,195.58,WAS
516,25.0,Marquette,1994,2,32,Jim McIlvaine,215.9,SEA
517,27.0,Ohio State,1992,1,4,Jim Jackson,198.12,GSW
518,23.0,North Carolina,1995,1,4,Rasheed Wallace,210.82,POR
519,22.0,Central Connecticut State,Undrafted,Undrafted,Undrafted,Keith Closs,220.98,LAC
520,22.0,Utah,1997,1,2,Keith Van Horn,208.28,NJN
521,23.0,Iowa State,1997,1,15,Kelvin Cato,210.82,POR
522,30.0,Illinois,1990,1,5,Kendall Gill,195.58,NJN
523,22.0,Memphis,1996,1,7,Lorenzen Wright,210.82,LAC
524,30.0,Mt. San Antonio,Undrafted,Undrafted,Undrafted,Lloyd Daniels,200.66,TOR
525,28.0,Georgia,1992,2,39,Litterial Green,185.42,MIL
526,27.0,Jackson State,1993,1,10,Lindsey Hunter,187.96,DET
527,28.0,Arkansas,1992,1,23,Lee Mayberry,185.42,VAN
528,31.0,New Orleans,1988,2,36,Ledell Eackles,195.58,WAS
529,26.0,Syracuse,1995,2,36,Lawrence Moten,195.58,WAS
530,27.0,Ohio State,1994,2,51,Lawrence Funderburke,205.74,SAC
531,27.0,Alabama,1992,1,24,Latrell Sprewell,195.58,GSW
532,30.0,Centenary (LA),Undrafted,Undrafted,Undrafted,Larry Robinson,190.5,VAN
533,29.0,Nevada-Las Vegas,1991,1,1,Larry Johnson,200.66,NYK
534,30.0,Michigan,1990,1,13,Loy Vaught,205.74,LAC
535,25.0,California,1994,1,7,Lamond Murray,200.66,LAC
536,25.0,Texas Christian,1995,1,10,Kurt Thomas,205.74,DAL
537,19.0,None,1996,1,13,Kobe Bryant,200.66,LAL
538,23.0,Illinois,Undrafted,Undrafted,Undrafted,Kiwane Garris,187.96,DEN
539,25.0,Arizona,1994,1,12,Khalid Reeves,190.5,DAL
540,35.0,Michigan State,1984,1,11,Kevin Willis,213.36,HOU
541,27.0,North Carolina,Undrafted,Undrafted,Undrafted,Kevin Salvadori,213.36,SAC
542,25.0,Connecticut,Undrafted,Undrafted,Undrafted,Kevin Ollie,193.04,ORL
543,32.0,California,1987,1,7,Kevin Johnson,185.42,PHX
544,22.0,None,1995,1,5,Kevin Garnett,210.82,MIN
545,32.0,DePaul,1988,1,20,Kevin Edwards,190.5,ORL
546,27.0,Georgia Tech,1991,1,2,Kenny Anderson,185.42,BOS
547,28.0,Notre Dame,1992,1,5,LaPhonso Ellis,203.2,DEN
548,22.0,Connecticut,1996,1,5,Ray Allen,195.58,MIL
549,26.0,Xavier,Undrafted,Undrafted,Undrafted,Aaron Williams,205.74,SEA
550,29.0,Kentucky,1998,Undrafted,Undrafted,Reggie Hanson,203.2,BOS
551,30.0,Marquette,1990,2,51,Tony Smith,190.5,MIL
552,30.0,Maryland,1990,2,43,Tony Massenburg,205.74,VAN
553,28.0,Nebraska,Undrafted,Undrafted,Undrafted,Tony Farmer,205.74,CHH
554,25.0,Missouri-Kansas City,1994,1,19,Tony Dumas,198.12,CLE
555,24.0,Kentucky,1996,1,16,Tony Delk,187.96,GSW
556,22.0,Texas Tech,1997,1,5,Tony Battie,210.82,DEN
557,29.0,None,1990,2,29,Toni Kukoc,210.82,CHI
558,31.0,Georgia Tech,1989,1,9,Tom Hammonds,205.74,MIN
559,28.0,North Carolina State,1992,1,6,Tom Gugliotta,208.28,MIN
560,39.0,Utah,1981,1,8,Tom Chambers,208.28,PHI
561,23.0,North Carolina State,1996,1,11,Todd Fuller,210.82,GSW
562,28.0,Arkansas,1992,1,8,Todd Day,198.12,MIA
563,21.0,Villanova,1997,1,7,Tim Thomas,208.28,PHI
564,31.0,La Salle,Undrafted,Undrafted,Undrafted,Tim Legler,193.04,WAS
565,34.0,Notre Dame,1986,6,124,Tim Kempton,208.28,TOR
566,31.0,Texas-El Paso,1989,1,14,Tim Hardaway,182.88,MIA
567,22.0,Wake Forest,1997,1,1,Tim Duncan,213.36,SAS
568,27.0,Wyoming,Undrafted,Undrafted,Undrafted,Tim Breaux,200.66,MIL
569,25.0,Wyoming,1995,1,18,Theo Ratliff,208.28,PHI
570,35.0,Wisconsin-Stevens Point,1985,1,24,Terry Porter,190.5,MIN
571,30.0,Michigan,1990,1,16,Terry Mills,208.28,MIA
572,26.0,Seton Hall,1993,1,13,Terry Dehere,193.04,SAC
573,31.0,Virginia Union,Undrafted,Undrafted,Undrafted,Terry Davis,208.28,WAS
574,19.0,None,1997,1,9,Tracy McGrady,203.2,TOR
575,26.0,UCLA,1992,1,18,Tracy Murray,200.66,WAS
576,25.0,Georgia Tech,1995,1,23,Travis Best,180.34,IND
577,23.0,Connecticut,1996,1,29,Travis Knight,213.36,BOS
578,23.0,North Carolina,1995,1,3,Jerry Stackhouse,198.12,DET
579,25.0,Temple,1994,1,17,Aaron McKie,195.58,PHI
580,23.0,None,1996,1,20,Zydrunas Ilgauskas,220.98,CLE
581,28.0,None,1991,2,51,Zan Tabak,213.36,BOS
582,25.0,George Washington,1994,1,14,Yinka Dare,213.36,NJN
583,35.0,Wichita State,1985,1,4,Xavier McDaniel,200.66,NJN
584,30.0,Minnesota,1990,1,9,Willie Burton,203.2,SAS
585,24.0,Temple,Undrafted,Undrafted,Undrafted,William Cunningham,210.82,PHI
586,32.0,Vanderbilt,1988,1,11,Will Perdue,213.36,SAS
587,27.0,Auburn,1994,1,23,Wesley Person,198.12,CLE
588,24.0,Kentucky,1996,1,19,Walter McCarty,208.28,BOS
589,37.0,DePaul,1982,1,2,Terry Cummings,205.74,NYK
590,28.0,Maryland,1992,1,7,Walt Williams,203.2,POR
591,30.0,None,1989,1,26,Vlade Divac,215.9,CHH
592,23.0,Wright State,1996,1,12,Vitaly Potapenko,208.28,CLE
593,31.0,North Carolina State,1988,2,29,Vinny Del Negro,193.04,SAS
594,32.0,Memphis,1987,2,39,Vincent Askew,198.12,POR
595,26.0,Hartford,1993,1,8,Vin Baker,210.82,SEA
596,32.0,Florida,1988,2,47,Vernon Maxwell,193.04,CHH
597,25.0,UCLA,1995,2,47,Tyus Edney,177.8,BOS
598,30.0,Xavier,1990,1,11,Tyrone Hill,205.74,MIL
599,35.0,DePaul,1985,2,35,Tyrone Corbin,198.12,ATL
600,22.0,Southern Illinois,Undrafted,Undrafted,Undrafted,Troy Hudson,185.42,UTA
601,29.0,South Carolina State,Undrafted,Undrafted,Undrafted,Travis Williams,200.66,CHH
602,25.0,Minnesota,1994,2,46,Voshon Lenard,193.04,MIA
603,28.0,Oregon,1991,1,11,Terrell Brandon,180.34,MIL
604,23.0,San Jose State,1997,1,11,Tariq Abdul-Wahad,198.12,SAC
605,34.0,None,Undrafted,Undrafted,Undrafted,Stojko Vrankovic,218.44,LAC
606,37.0,North Carolina,1984,1,4,Sam Perkins,205.74,SEA
607,34.0,Mercer,1985,3,54,Sam Mitchell,200.66,MIN
608,28.0,Houston,Undrafted,Undrafted,Undrafted,Sam Mack,200.66,VAN
609,28.0,Florida State,1993,1,24,Sam Cassell,190.5,NJN
610,24.0,Wake Forest,Undrafted,Undrafted,Undrafted,Rusty LaRue,190.5,CHI
611,24.0,Alabama,1996,1,22,Roy Rogers,208.28,TOR
612,33.0,Syracuse,1988,1,9,Rony Seikaly,210.82,NJN
613,22.0,Kentucky,1997,1,6,Ron Mercer,200.66,BOS
614,34.0,Miami (OH),1986,1,8,Ron Harper,198.12,CHI
615,24.0,Southern California,1997,1,24,Rodrick Rhodes,198.12,HOU
616,27.0,Wake Forest,1993,1,9,Rodney Rogers,200.66,LAC
617,22.0,Louisville,1996,1,9,Samaki Walker,205.74,DAL
618,31.0,DePaul,1988,1,19,Rod Strickland,190.5,WAS
619,27.0,Alabama,1992,1,11,Robert Horry,208.28,LAL
620,31.0,Marist,1988,1,2,Rik Smits,223.52,IND
621,38.0,Rice,1982,1,18,Ricky Pierce,193.04,MIL
622,39.0,Hampton,1980,2,35,Rick Mahorn,208.28,DET
623,28.0,North Carolina,1991,1,24,Rick Fox,200.66,LAL
624,26.0,Temple,Undrafted,Undrafted,Undrafted,Rick Brunson,193.04,POR
625,28.0,Kansas,1993,1,16,Rex Walters,193.04,MIA
626,30.0,Kentucky,1988,1,8,Rex Chapman,193.04,PHX
627,27.0,Wyoming,Undrafted,Undrafted,Undrafted,Reggie Slater,200.66,TOR
628,32.0,UCLA,1987,1,11,Reggie Miller,200.66,IND
629,30.0,New Mexico State,Undrafted,Undrafted,Undrafted,Reggie Jordan,193.04,MIN
630,29.0,Southern California,Undrafted,Undrafted,Undrafted,Robert Pack,187.96,DAL
631,24.0,Arizona,1996,2,56,Reggie Geary,187.96,SAS
632,23.0,Kansas,1997,1,19,Scot Pollard,210.82,DET
633,27.0,Connecticut,1993,1,20,Scott Burrell,200.66,CHI
634,29.0,Michigan State,1991,1,5,Steven Smith,203.2,ATL
635,24.0,Santa Clara,1996,1,15,Steve Nash,190.5,PHX
636,32.0,Arizona,1988,2,50,Steve Kerr,190.5,CHI
637,30.0,Kansas State,1990,2,44,Steve Henson,185.42,DET
638,21.0,Georgia Tech,1996,1,4,Stephon Marbury,187.96,MIN
639,27.0,DePaul,Undrafted,Undrafted,Undrafted,Stephen Howard,205.74,SEA
640,28.0,Louisiana State,1991,1,23,Stanley Roberts,213.36,MIN
641,29.0,Nevada-Las Vegas,1991,1,9,Stacey Augmon,203.2,POR
642,34.0,North Carolina State,1985,4,87,Spud Webb,167.64,ORL
643,31.0,Syracuse,1989,2,28,Sherman Douglas,185.42,NJN
644,22.0,Tulsa,Undrafted,Undrafted,Undrafted,Shea Seals,195.58,LAL
645,32.0,California-Irvine,Undrafted,Undrafted,Undrafted,Scott Brooks,180.34,CLE
646,26.0,St. John's (NY),1994,2,43,Shawnelle Scott,210.82,CLE
647,28.0,Trinity Valley Community College,1989,1,17,Shawn Kemp,208.28,CLE
648,26.0,Brigham Young,1993,1,2,Shawn Bradley,228.6,DAL
649,25.0,Clemson,1994,1,6,Sharone Wright,210.82,TOR
650,21.0,California,1996,1,3,Shareef Abdur-Rahim,205.74,VAN
651,26.0,Louisiana State,1992,1,1,Shaquille O'Neal,215.9,LAL
652,24.0,Georgia,1996,2,54,Shandon Anderson,198.12,UTA
653,28.0,Arizona,1992,2,30,Sean Rooks,208.28,LAL
654,29.0,Michigan,1990,2,54,Sean Higgins,205.74,POR
655,30.0,Arizona,1989,1,3,Sean Elliott,203.2,SAS
656,32.0,Central Arkansas,1987,1,5,Scottie Pippen,200.66,CHI
657,30.0,North Carolina,Undrafted,Undrafted,Undrafted,Scott Williams,208.28,PHI
658,26.0,Michigan State,1995,1,8,Shawn Respert,187.96,DAL
659,25.0,Georgetown,1996,1,26,Jerome Williams,205.74,DET
660,36.0,Longwood,1984,2,46,Jerome Kersey,200.66,SEA
661,19.0,None,1996,1,17,Jermaine O'Neal,210.82,POR
662,32.0,Central Michigan,1988,1,14,Dan Majerle,198.12,MIA
663,24.0,Arizona,1995,1,7,Damon Stoudamire,177.8,POR
664,37.0,Tennessee,1983,1,9,Dale Ellis,200.66,SEA
665,29.0,Clemson,1991,1,13,Dale Davis,210.82,IND
666,25.0,Virginia,1995,1,29,Cory Alexander,185.42,DEN
667,24.0,Arkansas,1995,1,13,Corliss Williamson,200.66,SAC
668,29.0,Cincinnati,1993,1,25,Corie Blount,208.28,LAL
669,27.0,Arkansas,Undrafted,Undrafted,Undrafted,Corey Beck,190.5,CHH
670,36.0,Houston,1983,1,14,Clyde Drexler,200.66,HOU
671,25.0,Louisville,1994,1,16,Clifford Rozier,210.82,MIN
672,31.0,Connecticut,1989,2,36,Clifford Robinson,208.28,PHX
673,27.0,Southern Mississippi,1992,1,9,Clar. Weatherspoon,200.66,GSW
674,30.0,North Carolina State,1989,2,43,Chucky Brown,203.2,ATL
675,34.0,Auburn,1986,1,4,Chuck Person,203.2,SAS
676,28.0,Duke,1992,1,3,Christian Laettner,210.82,ATL
677,26.0,Clemson,1993,2,47,Chris Whitney,182.88,WAS
678,25.0,Michigan,1993,1,1,Chris Webber,208.28,WAS
679,27.0,Florida State,1994,1,26,Charlie Ward,187.96,NYK
680,21.0,Colorado,1997,1,3,Chauncey Billups,190.5,TOR
681,25.0,Duke,1995,1,12,Cherokee Parks,210.82,MIN
682,23.0,None,1997,1,18,Chris Anstey,213.36,DAL
683,24.0,Southern Illinois,1995,2,56,Chris Carr,198.12,MIN
684,30.0,Boise State,Undrafted,Undrafted,Undrafted,Chris Childs,190.5,NYK
685,39.0,Syracuse,1981,1,13,Dan Schayes,210.82,ORL
686,23.0,Marquette,1997,2,50,Chris Crawford,205.74,ATL
687,23.0,Memphis,Undrafted,Undrafted,Undrafted,Chris Garner,177.8,TOR
688,30.0,Old Dominion,1991,1,16,Chris Gatling,208.28,NJN
689,28.0,Arizona,1993,1,22,Chris Mills,200.66,NYK
690,32.0,Auburn,1988,1,4,Chris Morris,203.2,UTA
691,34.0,St. John's (NY),1985,1,7,Chris Mullin,200.66,IND
692,24.0,Western Kentucky,1996,2,51,Chris Robinson,195.58,SAC
693,33.0,Yale,1987,4,75,Chris Dudley,210.82,NYK
694,31.0,Boston College,1989,1,16,Dana Barros,180.34,BOS
695,31.0,Duke,1989,1,2,Danny Ferry,208.28,CLE
696,22.0,Cincinnati,1997,1,10,Danny Fortson,200.66,DEN
697,36.0,Illinois,1983,1,11,Derek Harper,193.04,ORL
698,30.0,Xavier,1990,2,47,Derek Strong,205.74,ORL
699,31.0,Syracuse,1990,1,1,Derrick Coleman,208.28,PHI
700,31.0,Alabama,1987,1,9,Derrick McKey,208.28,IND
701,35.0,Washington,1985,1,8,Detlef Schrempf,208.28,SEA
702,26.0,Providence,1994,1,21,Dickey Simpkins,205.74,CHI
703,23.0,Missouri,Undrafted,Undrafted,Undrafted,Derek Grimm,205.74,SAC
704,32.0,Georgetown,1991,1,4,Dikembe Mutombo,218.44,ATL
705,24.0,Georgetown,1995,2,58,Don Reid,203.2,DET
706,32.0,Notre Dame,1987,3,52,Donald Royal,203.2,CHH
707,29.0,Northern Illinois,Undrafted,Undrafted,Undrafted,Donald Whiteside,177.8,ATL
708,23.0,Mississippi State,1996,1,21,Dontae' Jones,203.2,BOS
709,24.0,Cincinnati,1994,2,37,Dontonio Wingfield,203.2,POR
710,25.0,Connecticut,1994,1,4,Donyell Marshall,205.74,GSW
711,28.0,UCLA,1992,1,19,Don MacLean,208.28,NJN
712,22.0,New Mexico,1997,1,26,Charles Smith,193.04,LAC
713,23.0,Arkansas-Little Rock,1996,1,24,Derek Fisher,185.42,LAL
714,29.0,Georgia Tech,1990,1,4,Dennis Scott,203.2,PHX
715,32.0,Kansas,1988,1,1,Danny Manning,208.28,PHX
716,30.0,Fayetteville State,Undrafted,Undrafted,Undrafted,Darrell Armstrong,185.42,ORL
717,27.0,UCLA,Undrafted,Undrafted,Undrafted,Darrick Martin,180.34,LAC
718,24.0,Texas Tech,Undrafted,Undrafted,Undrafted,Darvin Ham,200.66,WAS
719,30.0,Alabama,Undrafted,Undrafted,Undrafted,David Benoit,203.2,ORL
720,32.0,Navy,1987,1,1,David Robinson,215.9,SAS
721,23.0,Kentucky,1997,1,13,Derek Anderson,195.58,CLE
722,25.0,Memphis,1995,1,25,David Vaughn,205.74,NJN
723,34.0,Georgetown,1986,2,44,David Wingate,195.58,SEA
724,24.0,Louisville,1997,2,51,DeJuan Wheat,182.88,MIN
725,31.0,Indiana,1988,2,38,Dean Garrett,210.82,DEN
726,29.0,Jacksonville,1990,1,19,Dee Brown,187.96,TOR
727,34.0,Virginia Tech,1986,1,15,Dell Curry,195.58,CHH
728,37.0,Southeastern Oklahoma State,1986,2,27,Dennis Rodman,198.12,CHI
729,27.0,Baylor,Undrafted,Undrafted,Undrafted,David Wesley,185.42,CHH
730,28.0,Pepperdine,1992,1,17,Doug Christie,198.12,TOR
731,34.0,Virginia Union,1985,1,9,Charles Oakley,205.74,NYK
732,41.0,Albany State (GA),1979,8,165,Charles Jones,205.74,HOU
733,23.0,Virginia Union,Undrafted,Undrafted,Undrafted,Ben Wallace,205.74,WAS
734,25.0,Arizona,1996,2,43,Ben Davis,205.74,NYK
735,30.0,Iowa,1989,1,18,B.J. Armstrong,187.96,CHH
736,33.0,Southern,Undrafted,Undrafted,Undrafted,Avery Johnson,180.34,SAS
737,23.0,Providence,1997,1,12,Austin Croshere,205.74,IND
738,33.0,None,1986,1,24,Arvydas Sabonis,220.98,POR
739,34.0,Nevada-Las Vegas,1987,1,2,Armen Gilliam,205.74,MIL
740,23.0,Alabama,1995,1,2,Antonio McDyess,205.74,PHX
741,26.0,Duke,1994,2,29,Antonio Lang,203.2,MIA
742,29.0,Texas-El Paso,1990,2,45,Antonio Davis,205.74,IND
743,23.0,Bowling Green,1997,1,4,Antonio Daniels,193.04,VAN
744,21.0,Kentucky,1996,1,6,Antoine Walker,205.74,BOS
745,36.0,Wichita State,1983,1,8,Antoine Carr,205.74,UTA
746,28.0,Missouri,1992,1,15,Anthony Peeler,193.04,MIN
747,23.0,Bradley,1997,1,21,Anthony Parker,198.12,PHI
748,26.0,Michigan State,1994,2,39,Anthony Miller,205.74,ATL
749,31.0,Tennessee State,1988,3,53,Anthony Mason,203.2,CHH
750,23.0,Colgate,1997,1,8,Adonal Foyle,208.28,GSW
751,31.0,Lamar,Undrafted,Undrafted,Undrafted,Adrian Caldwell,203.2,DAL
752,25.0,Indiana,1995,1,16,Alan Henderson,205.74,ATL
753,27.0,Tennessee,1993,1,11,Allan Houston,198.12,NYK
