age,college,draft_year,draft_round,draft_number,player_name,player_height,team_abbreviation
9585,29.0,Memphis,2008,1,1,Derrick Rose,190.5,MIN
9586,21.0,UNLV,Undrafted,Undrafted,Undrafted,Derrick Jones Jr.,200.66,MIA
9587,26.0,Georgia Tech,2010,1,3,Derrick Favors,208.28,UTA
9588,24.0,Michigan State,2016,1,14,Denzel Valentine,198.12,CHI
9589,20.0,North Carolina State,2017,1,9,Dennis Smith Jr.,190.5,DAL
9590,24.0,None,2013,1,17,Dennis Schroder,185.42,ATL
9591,23.0,Notre Dame,2016,2,45,Demetrius Jackson,185.42,PHI
9592,29.0,Purdue,2011,2,55,E'Twaun Moore,193.04,NOP
9593,26.0,Utah,2015,1,20,Delon Wright,195.58,TOR
9594,29.0,North Carolina,2010,1,13,Ed Davis,208.28,POR
9595,31.0,Baylor,2010,1,6,Ekpe Udoh,208.28,UTA
9596,28.0,Louisville,2013,1,21,Gorgui Dieng,210.82,MIN
9597,28.0,Butler,2010,1,9,Gordon Hayward,203.2,BOS
9598,32.0,None,2008,2,45,Goran Dragic,190.5,MIA
9599,24.0,Michigan,2014,2,40,Glenn Robinson III,200.66,IND
9600,23.0,None,2013,1,15,Giannis Antetokounmpo,210.82,MIL
9601,24.0,Colorado State,Undrafted,Undrafted,Undrafted,Gian Clavell,193.04,DAL
9602,32.0,None,2005,1,18,Gerald Green,200.66,HOU
9603,20.0,None,2016,1,13,Georgios Papagiannis,215.9,POR
9604,25.0,Iowa State,2016,2,50,Georges Niang,198.12,UTA
9605,32.0,None,2008,1,26,George Hill,190.5,CLE
9606,25.0,Oregon State,Undrafted,Undrafted,Undrafted,Gary Payton II,190.5,LAL
9607,23.0,Michigan State,2014,1,19,Gary Harris,193.04,DEN
9608,32.0,Louisiana State,Undrafted,Undrafted,Undrafted,Garrett Temple,198.12,SAC
9609,20.0,None,2016,1,26,Furkan Korkmaz,200.66,PHI
9610,24.0,Wichita State,Undrafted,Undrafted,Undrafted,Fred VanVleet,182.88,TOR
9611,19.0,None,2017,1,8,Frank Ntilikina,195.58,NYK
9612,24.0,Kansas,2017,2,34,Frank Mason,180.34,SAC
9613,25.0,Wisconsin,2015,1,9,Frank Kaminsky,213.36,CHA
9614,29.0,Ohio State,2010,1,2,Evan Turner,200.66,POR
9615,25.0,None,2012,1,20,Evan Fournier,200.66,ORL
9616,31.0,None,2005,2,36,Ersan Ilyasova,208.28,PHI
9617,24.0,Louisiana Tech,Undrafted,Undrafted,Undrafted,Erik McCree,203.2,UTA
9618,26.0,Oregon State,Undrafted,Undrafted,Undrafted,Eric Moreland,208.28,DET
9619,29.0,Indiana,2008,1,7,Eric Gordon,193.04,HOU
9620,28.0,Kentucky,2010,1,18,Eric Bledsoe,185.42,MIL
9621,26.0, ,2011,1,3,Enes Kanter,210.82,NYK
9622,22.0,None,2015,1,7,Emmanuel Mudiay,195.58,NYK
9623,35.0,Connecticut,2004,1,2,Emeka Okafor,208.28,NOP
9624,24.0,Louisana-Lafayette,2014,1,10,Elfrid Payton,193.04,PHX
9625,22.0,Xavier,2017,2,52,Edmond Sumner,195.58,IND
9626,21.0,Washington,2016,1,29,Dejounte Murray,195.58,SAS
9627,31.0,Missouri,2009,1,27,DeMarre Carroll,203.2,BKN
9628,27.0,Kentucky,2010,1,5,DeMarcus Cousins,210.82,NOP
9629,32.0,Florida,2007,1,7,Corey Brewer,205.74,OKC
9630,29.0,Kansas,2010,1,11,Cole Aldrich,210.82,MIN
9631,25.0,Indiana,2013,1,4,Cody Zeller,213.36,CHA
9632,24.0,None,2014,1,25,Clint Capela,208.28,HOU
9633,33.0,Wake Forest,2005,1,4,Chris Paul,182.88,HOU
9634,23.0,Syracuse,2015,1,29,Chris McCullough,205.74,WAS
9635,25.0,Oregon,Undrafted,Undrafted,Undrafted,Chris Boucher,208.28,GSW
9636,21.0,Louisville,2016,2,37,Chinanu Onuaku,208.28,HOU
9637,21.0,Kansas,2016,2,33,Cheick Diallo,205.74,NOP
9638,23.0,University of Dayton,Undrafted,Undrafted,Undrafted,Charles Cooke,195.58,NOP
9639,35.0,Arizona,2005,1,8,Channing Frye,210.82,LAL
9640,29.0,Florida,2011,2,38,Chandler Parsons,208.28,MEM
9641,23.0,None,2015,2,31,Cedi Osman,203.2,CLE
9642,34.0,Syracuse,2003,1,3,Carmelo Anthony,203.2,OKC
9643,23.0,Michigan,2016,1,20,Caris LeVert,200.66,BKN
9644,23.0,Murray State,2015,1,14,Cameron Payne,190.5,CHI
9645,21.0,Purdue,2017,1,26,Caleb Swanigan,203.2,POR
9646,31.0,None,2005,2,34,CJ Miles,198.12,TOR
9647,26.0,Lehigh,2013,1,10,CJ McCollum,190.5,POR
9648,28.0,North Carolina State,Undrafted,Undrafted,Undrafted,C.J. Williams,195.58,LAC
9649,25.0,Oklahoma,2016,1,6,Buddy Hield,193.04,SAC
9650,24.0,Michigan State,Undrafted,Undrafted,Undrafted,Bryn Forbes,190.5,SAS
9651,22.0,None,2014,1,20,Bruno Caboclo,205.74,SAC
9652,30.0,Stanford,2008,1,10,Brook Lopez,213.36,LAL
9653,24.0,North Carolina,2016,1,25,Brice Johnson,208.28,LAC
9654,25.0,Virginia Commonwealth,Undrafted,Undrafted,Undrafted,Briante Weber,187.96,MEM
9655,27.0,None,Undrafted,Undrafted,Undrafted,Brandon Paul,193.04,SAS
9656,28.0,None,2009,1,10,Brandon Jennings,185.42,MIL
9657,20.0,Duke,2016,1,2,Brandon Ingram,205.74,LAL
9658,26.0,Texas,2011,1,29,Cory Joseph,190.5,IND
9659,32.0,Western Kentucky,2008,1,22,Courtney Lee,195.58,NYK
9660,25.0,None,Undrafted,Undrafted,Undrafted,Cristiano Felicio,205.74,CHI
9661,22.0,Ohio State,2015,1,2,D'Angelo Russell,195.58,BKN
9662,28.0,USC,2009,1,9,DeMar DeRozan,200.66,TOR
9663,23.0,None,2016,1,21,DeAndre' Bembry,198.12,ATL
9664,30.0,Kentucky,2011,2,53,DeAndre Liggins,198.12,NOP
9665,29.0,Texas A&M,2008,2,35,DeAndre Jordan,210.82,LAC
9666,20.0,Kentucky,2017,1,5,De'Aaron Fox,190.5,SAC
9667,23.0,Miami,2017,2,32,Davon Reed,198.12,PHX
9668,25.0,None,2011,2,42,Davis Bertans,208.28,SAS
9669,37.0,Xavier,2003,1,18,David West,205.74,GSW
9670,27.0,Gonzaga,Undrafted,Undrafted,Undrafted,David Stockton,180.34,UTA
9671,25.0,None,Undrafted,Undrafted,Undrafted,David Nwaba,193.04,CHI
9672,25.0,Villanova,2015,2,38,Darrun Hilliard,198.12,SAS
9673,30.0,UCLA,2009,1,21,Darren Collison,187.96,IND
9674,30.0,Kansas,2008,1,27,Darrell Arthur,205.74,DEN
9675,28.0,Kentucky,2012,2,46,Darius Miller,203.2,NOP
9676,28.0,Georgetown,2010,1,7,Greg Monroe,210.82,BOS
9677,24.0,None,2014,1,12,Dario Saric,208.28,PHI
9678,22.0,None,2014,1,5,Dante Exum,198.12,UTA
9679,31.0,Villanova,2009,2,33,Dante Cunningham,203.2,BKN
9680,31.0,North Carolina,2009,2,46,Danny Green,198.12,SAS
9681,29.0,None,2008,1,6,Danilo Gallinari,208.28,LAC
9682,26.0,None,Undrafted,Undrafted,Undrafted,Daniel Theis,205.74,BOS
9683,22.0,Connecticut,2016,2,56,Daniel Hamilton,200.66,OKC
9684,24.0,Houston,2017,2,44,Damyean Dotson,195.58,NYK
9685,25.0,Louisville,Undrafted,Undrafted,Undrafted,Damion Lee,198.12,ATL
9686,38.0,Georgia,Undrafted,Undrafted,Undrafted,Damien Wilkins,198.12,IND
9687,27.0,Weber State,2012,1,6,Damian Lillard,190.5,POR
9688,23.0,Vanderbilt,2016,1,30,Damian Jones,213.36,GSW
9689,22.0,Kentucky,2015,2,48,Dakari Johnson,213.36,OKC
9690,22.0,Michigan,2017,1,17,D.J. Wilson,208.28,MIL
9691,30.0,Texas,2008,1,9,D.J. Augustin,182.88,ORL
9692,25.0,Texas A&M,Undrafted,Undrafted,Undrafted,Danuel House Jr.,200.66,PHX
9693,20.0,Florida State,2017,1,6,Jonathan Isaac,208.28,ORL
9694,22.0,None,2016,1,16,Guerschon Yabusele,203.2,BOS
9695,29.0,Marshall,2010,2,33,Hassan Whiteside,213.36,MIA
9696,34.0,Georgia Tech,2005,1,22,Jarrett Jack,190.5,NYK
9697,20.0,Texas,2017,1,22,Jarrett Allen,210.82,BKN
9698,24.0,Louisiana State,2015,1,25,Jarell Martin,208.28,MEM
9699,26.0,Virginia Tech,Undrafted,Undrafted,Undrafted,Jarell Eddie,200.66,CHI
9700,32.0,Boston College,2007,1,22,Jared Dudley,200.66,PHX
9701,27.0,Marquette,Undrafted,Undrafted,Undrafted,Jamil Wilson,200.66,LAC
9702,22.0,Kentucky,2014,1,17,James Young,198.12,PHI
9703,24.0,Boise State,Undrafted,Undrafted,Undrafted,James Webb III,205.74,BKN
9704,25.0,North Carolina,Undrafted,Undrafted,Undrafted,James Michael McAdoo,205.74,PHI
9705,31.0,Wake Forest,2009,1,16,James Johnson,203.2,MIA
9706,28.0,Arizona State,2009,1,3,James Harden,195.58,HOU
9707,27.0,Cal State-Long Beach,2013,2,50,James Ennis III,200.66,DET
9708,25.0,Pittsburgh,Undrafted,Undrafted,Undrafted,Jamel Artis,200.66,ORL
9709,36.0,None,2004,1,20,Jameer Nelson,182.88,DET
9710,24.0,"Stony Brook, N.Y.",Undrafted,Undrafted,Undrafted,Jameel Warney,203.2,DAL
9711,21.0,Kentucky,2016,1,7,Jamal Murray,193.04,DEN
9712,38.0,Michigan,2000,1,8,Jamal Crawford,195.58,MIN
9713,25.0,Texas A&M,Undrafted,Undrafted,Undrafted,Jalen Jones,200.66,DAL
9714,30.0,North Carolina,2007,1,8,Brandan Wright,208.28,MEM
9715,25.0,Florida,2012,1,3,Bradley Beal,195.58,WAS
9716,29.0,None,2011,2,31,Bojan Bogdanovic,203.2,IND
9717,25.0,None,2014,1,27,Bogdan Bogdanovic,198.12,SAC
9718,23.0,Arkansas,2015,1,22,Bobby Portis,210.82,CHI
9719,33.0,Cal State-Fullerton,Undrafted,Undrafted,Undrafted,Bobby Brown,187.96,HOU
9720,29.0,None,Undrafted,Undrafted,Undrafted,Boban Marjanovic,220.98,LAC
9721,29.0,Oklahoma,2009,1,1,Blake Griffin,208.28,DET
9722,25.0,None,2011,1,7,Bismack Biyombo,205.74,ORL
9723,21.0,Louisiana State,2016,1,1,Ben Simmons,208.28,PHI
9724,23.0,Southern Methodist,Undrafted,Undrafted,Undrafted,Ben Moore,203.2,IND
9725,32.0,Colorado State,2007,1,20,Jason Smith,213.36,WAS
9726,25.0,Kansas,2013,1,7,Ben McLemore,195.58,MEM
9727,40.0,Arizona,1999,1,10,Jason Terry,187.96,MIL
9728,21.0,California,2016,1,3,Jaylen Brown,200.66,BOS
9729,26.0,None,2011,1,5,Jonas Valanciunas,213.36,TOR
9730,31.0,None,2009,2,39,Jonas Jerebko,208.28,UTA
9731,29.0,Wisconsin,2011,2,40,Jon Leuer,208.28,DET
9732,25.0,Louisiana State,2014,2,36,Johnny O'Bryant III,205.74,CHA
9733,23.0,Baylor,Undrafted,Undrafted,Undrafted,Johnathan Motley,208.28,DAL
9734,27.0,Kentucky,2010,1,1,John Wall,193.04,WAS
9735,29.0,Boston U.,Undrafted,Undrafted,Undrafted,John Holland,195.58,CLE
9736,27.0,North Carolina,2012,1,14,John Henson,210.82,MIL
9737,20.0,Wake Forest,2017,1,19,John Collins,208.28,ATL
9738,26.0,None,2013,2,55,Joffrey Lauvergne,210.82,SAS
9739,24.0,Weber State,2016,2,52,Joel Bolomboy,205.74,UTA
9740,26.0,Oregon,2015,2,43,Joe Young,187.96,IND
9741,37.0,Arkansas,2001,1,10,Joe Johnson,200.66,HOU
9742,24.0,Michigan,2014,1,8,Nik Stauskas,198.12,BKN
9743,26.0,Virginia,2014,2,33,Joe Harris,198.12,BKN
9744,30.0,Kentucky,2009,2,41,Jodie Meeks,193.04,WAS
9745,33.0,Florida,2007,1,9,Joakim Noah,210.82,NYK
9746,28.0,Marquette,2011,1,30,Jimmy Butler,203.2,MIN
9747,29.0,Arizona,2008,1,11,Jerryd Bayless,190.5,PHI
9748,25.0,Notre Dame,2015,1,19,Jerian Grant,193.04,CHI
9749,29.0,Harvard,Undrafted,Undrafted,Undrafted,Jeremy Lin,190.5,BKN
9750,26.0,Connecticut,2012,1,12,Jeremy Lamb,195.58,CHA
9751,30.0,Western Kentucky,2010,2,55,Jeremy Evans,205.74,ATL
9752,24.0,Syracuse,2014,2,39,Jerami Grant,205.74,OKC
9753,28.0,Kansas,2013,2,39,Jeff Withey,213.36,DAL
9754,30.0,Wake Forest,2009,1,19,Jeff Teague,187.96,MIN
9755,31.0,Georgetown,2007,1,5,Jeff Green,205.74,CLE
9756,20.0,Duke,2017,1,3,Jayson Tatum,203.2,BOS
9757,22.0,Molloy,Undrafted,Undrafted,Undrafted,Jaylen Morris,195.58,ATL
9758,21.0,Oklahoma State,2017,2,39,Jawun Evans,182.88,LAC
9759,20.0,Kentucky,2017,1,14,Bam Adebayo,208.28,MIA
9760,27.0,Texas,2010,1,19,Avery Bradley,187.96,LAC
9761,25.0,Duke,2012,1,10,Austin Rivers,193.04,LAC
9762,33.0,Oregon,2007,1,26,Aaron Brooks,182.88,MIN
9763,22.0,Utah,2016,1,9,Jakob Poeltl,213.36,TOR
9764,24.0,Maryland,2016,2,47,Jake Layman,205.74,POR
9765,22.0,Duke,2015,1,3,Jahlil Okafor,210.82,BKN
9766,27.0,Marquette,2012,2,34,Jae Crowder,198.12,UTA
9767,23.0,Eastern Washington,Undrafted,Undrafted,Undrafted,Jacob Wiley,203.2,BKN
9768,28.0,Kansas State,Undrafted,Undrafted,Undrafted,Jacob Pullen,185.42,PHI
9769,27.0,Notre Dame,Undrafted,Undrafted,Undrafted,Jack Cooley,208.28,SAC
9770,23.0,Duke,2014,1,2,Jabari Parker,203.2,MIL
9771,23.0,California,2017,2,56,Jabari Bird,198.12,BOS
9772,30.0,Nevada-Reno,2008,1,18,JaVale McGee,213.36,GSW
9773,28.0,Alabama,Undrafted,Undrafted,Undrafted,JaMychal Green,205.74,MEM
9774,25.0,"St. John's, N.Y.",Undrafted,Undrafted,Undrafted,JaKarr Sampson,205.74,SAC
9775,32.0,None,2004,1,18,JR Smith,198.12,CLE
9776,34.0,Duke,2006,1,11,JJ Redick,193.04,PHI
9777,34.0,Northeastern,Undrafted,Undrafted,Undrafted,J.J. Barea,182.88,DAL
9778,21.0,None,2016,2,32,Ivica Zubac,215.9,LAL
9779,21.0,"University of California, Berkeley",2017,2,35,Ivan Rabb,208.28,MEM
9780,29.0,Wake Forest,Undrafted,Undrafted,Undrafted,Ish Smith,182.88,DET
9781,23.0,Seton Hall,2016,2,42,Isaiah Whitehead,193.04,BKN
9782,29.0,Washington,2011,2,60,Isaiah Thomas,175.26,LAL
9783,23.0,Texas,Undrafted,Undrafted,Undrafted,Isaiah Taylor,190.5,ATL
9784,23.0,North Carolina,Undrafted,Undrafted,Undrafted,Isaiah Hicks,205.74,NYK
9785,27.0,Murray State,2013,2,34,Isaiah Canaan,182.88,OKC
9786,28.0,Georgia Tech,2011,1,17,Iman Shumpert,195.58,SAC
9787,19.0,UCLA,2017,2,47,Ike Anigbogu,208.28,IND
9788,31.0,None,2005,1,28,Ian Mahinmi,210.82,WAS
9789,27.0,Belmont,Undrafted,Undrafted,Undrafted,Ian Clark,190.5,NOP
9790,21.0,Marquette,2016,1,18,Henry Ellenson,210.82,DET
9791,22.0,Arizona,2014,1,4,Aaron Gordon,205.74,ORL
9792,23.0,Kentucky,Undrafted,Undrafted,Undrafted,Aaron Harrison,198.12,DAL
9793,32.0,None,Undrafted,Undrafted,Undrafted,Aaron Jackson,190.5,HOU
9794,24.0,Iowa State,2016,2,58,Abdel Nader,198.12,BOS
9795,32.0,UCLA,2007,1,27,Arron Afflalo,195.58,ORL
9796,31.0,Washington State,Undrafted,Undrafted,Undrafted,Aron Baynes,208.28,BOS
9797,24.0,S.E. Missouri,Undrafted,Undrafted,Undrafted,Antonius Cleveland,198.12,ATL
9798,21.0,Louisiana State,Undrafted,Undrafted,Undrafted,Antonio Blakeney,193.04,CHI
9799,33.0,Creighton,Undrafted,Undrafted,Undrafted,Anthony Tolliver,203.2,DET
9800,25.0,Kentucky,2012,1,1,Anthony Davis,208.28,NOP
9801,25.0,Stanford,2015,2,34,Anthony Brown,200.66,MIN
9802,21.0,None,2016,1,23,Ante Zizic,210.82,CLE
9803,23.0,Kansas,2014,1,1,Andrew Wiggins,203.2,MIN
9804,25.0,Syracuse,Undrafted,Undrafted,Undrafted,Andrew White III,200.66,ATL
9805,23.0,Kentucky,2015,2,44,Andrew Harrison,198.12,MEM
9806,33.0,Utah,2005,1,1,Andrew Bogut,213.36,LAL
9807,26.0,Colorado,2013,1,26,Andre Roberson,200.66,OKC
9808,32.0,American University,Undrafted,Undrafted,Undrafted,Andre Ingram,190.5,LAL
9809,26.0,North Carolina,2012,1,7,Harrison Barnes,203.2,DAL
9810,34.0,Arizona,2004,1,9,Andre Iguodala,198.12,GSW
9811,31.0,None,2005,2,56,Amir Johnson,205.74,PHI
9812,26.0,California,2013,2,31,Allen Crabbe,198.12,BKN
9813,25.0,None,Undrafted,Undrafted,Undrafted,Alfonzo McKinnie,203.2,TOR
9814,24.0,Kentucky,Undrafted,Undrafted,Undrafted,Alex Poythress,205.74,IND
9815,25.0,Maryland,2013,1,5,Alex Len,215.9,PHX
9816,24.0,Texas A&M,Undrafted,Undrafted,Undrafted,Alex Caruso,195.58,LAL
9817,24.0,None,2013,2,32,Alex Abrines,198.12,OKC
9818,23.0,Valparaiso,2017,2,54,Alec Peters,205.74,PHX
9819,26.0,Colorado,2011,1,12,Alec Burks,198.12,UTA
9820,25.0,Cal-Santa Barbara,Undrafted,Undrafted,Undrafted,Alan Williams,203.2,PHX
9821,27.0,Wake Forest,2010,1,8,Al-Farouq Aminu,205.74,POR
9822,33.0,None,2004,1,15,Al Jefferson,208.28,IND
9823,32.0,Florida,2007,1,3,Al Horford,208.28,BOS
9824,27.0,Michigan State,2014,1,15,Adreian Payne,208.28,ORL
9825,24.0,Connecticut,2012,1,9,Andre Drummond,210.82,DET
9826,24.0,Kansas,2014,1,3,Joel Embiid,213.36,PHI
9827,30.0,None,Undrafted,Undrafted,Undrafted,Joe Ingles,203.2,UTA
9828,23.0,Oregon,2017,2,38,Jordan Bell,205.74,GSW
9829,22.0,Duke,2015,1,24,Tyus Jones,187.96,MIN
9830,35.0,None,2001,1,2,Tyson Chandler,215.9,PHX
9831,24.0,California,2016,2,60,Tyrone Wallace,195.58,LAC
9832,28.0,Memphis,2009,1,4,Tyreke Evans,198.12,MEM
9833,28.0,North Carolina,2012,1,17,Tyler Zeller,213.36,MIL
9834,22.0,Kentucky,2016,2,34,Tyler Ulis,177.8,PHX
9835,38.0,Florida,Undrafted,Undrafted,Undrafted,Udonis Haslem,203.2,MIA
9836,22.0,Syracuse,2017,1,24,Tyler Lydon,205.74,DEN
9837,23.0,Syracuse,2014,1,18,Tyler Ennis,190.5,LAL
9838,22.0,Oregon,2017,2,41,Tyler Dorsey,195.58,ATL
9839,24.0,George Washington,Undrafted,Undrafted,Undrafted,Tyler Cavanaugh,205.74,ATL
9840,23.0,Indiana,Undrafted,Undrafted,Undrafted,Troy Williams,200.66,NYK
9841,26.0,Va Commonwealth,Undrafted,Undrafted,Undrafted,Troy Daniels,193.04,PHX
9842,27.0,Texas,2011,1,4,Tristan Thompson,205.74,CLE
9843,26.0,Fresno State,Undrafted,Undrafted,Undrafted,Tyler Johnson,193.04,MIA
9844,25.0,Marquette,Undrafted,Undrafted,Undrafted,Vander Blue,195.58,LAL
9845,26.0,Indiana,2013,1,2,Victor Oladipo,193.04,IND
9846,41.0,North Carolina,1998,1,5,Vince Carter,198.12,SAC
9847,30.0,Northern Illinois,2011,Undrafted,Undrafted,Xavier Silas,195.58,BOS
9848,24.0,Florida State,Undrafted,Undrafted,Undrafted,Xavier Rathan-Mayes,193.04,NYK
9849,26.0,Rhode Island,Undrafted,Undrafted,Undrafted,Xavier Munford,193.04,MIL
9850,31.0,DePaul,2007,1,23,Wilson Chandler,205.74,DEN
9851,24.0,None,2015,2,35,Willy Hernangomez,210.82,CHA
9852,28.0,St. Louis,Undrafted,Undrafted,Undrafted,Willie Reed,210.82,LAC
9853,24.0,Kentucky,2015,1,6,Willie Cauley-Stein,213.36,SAC
9854,27.0,Memphis,2012,2,40,Will Barton,198.12,DEN
9855,31.0,Marquette,Undrafted,Undrafted,Undrafted,Wesley Matthews,195.58,DAL
9856,23.0,Kansas State,2017,2,33,Wes Iwundu,200.66,ORL
9857,23.0,Kansas,Undrafted,Undrafted,Undrafted,Wayne Selden,195.58,MEM
9858,30.0,North Carolina,2009,1,28,Wayne Ellington,195.58,MIA
9859,25.0,None,Undrafted,Undrafted,Undrafted,Walt Lemon Jr.,190.5,NOP
9860,22.0,Vanderbilt,2016,1,17,Wade Baldwin IV,193.04,POR
9861,23.0,Texas-El Paso,Undrafted,Undrafted,Undrafted,Vincent Hunter,203.2,MEM
9862,27.0,Miami (FL),Undrafted,Undrafted,Undrafted,Trey McKinney-Jones,195.58,IND
9863,22.0,Kentucky,2015,1,12,Trey Lyles,208.28,DEN
9864,25.0,Michigan,2013,1,9,Trey Burke,185.42,NYK
9865,30.0,Clemson,2010,1,23,Trevor Booker,203.2,IND
9866,24.0,Louisville,2015,1,16,Terry Rozier,187.96,BOS
9867,27.0,Washington,2012,1,8,Terrence Ross,200.66,ORL
9868,20.0,None,2017,1,21,Terrance Ferguson,200.66,OKC
9869,24.0,Baylor,2016,1,12,Taurean Prince,203.2,ATL
9870,26.0,Kansas,Undrafted,Undrafted,Undrafted,Tarik Black,205.74,HOU
9871,33.0,USC,2009,1,26,Taj Gibson,205.74,MIN
9872,21.0,UCLA,2017,1,18,TJ Leaf,208.28,IND
9873,24.0,North Carolina State,2014,1,14,T.J. Warren,203.2,PHX
9874,26.0,Arizona,Undrafted,Undrafted,Undrafted,T.J. McConnell,187.96,PHI
9875,24.0,Pittsburgh,2013,1,12,Steven Adams,213.36,OKC
9876,23.0,Southern Methodist,2017,2,46,Sterling Brown,198.12,MIL
9877,30.0,Davidson,2009,1,7,Stephen Curry,190.5,GSW
9878,22.0,Arizona,2015,1,8,Stanley Johnson,200.66,DET
9879,25.0,Colorado,2014,2,38,Spencer Dinwiddie,198.12,BKN
9880,27.0,Arizona,2013,1,23,Solomon Hill,200.66,NOP
9881,34.0,None,2006,1,13,Thabo Sefolosha,200.66,UTA
9882,25.0,Indiana,Undrafted,Undrafted,Undrafted,Yogi Ferrell,182.88,DAL
9883,30.0,Georgia Tech,2007,1,12,Thaddeus Young,203.2,IND
9884,21.0,None,2016,1,10,Thon Maker,215.9,MIL
9885,33.0,UCLA,2004,2,43,Trevor Ariza,203.2,HOU
9886,24.0,Va Commonwealth,Undrafted,Undrafted,Undrafted,Treveon Graham,195.58,CHA
9887,27.0,UCLA,Undrafted,Undrafted,Undrafted,Travis Wear,208.28,LAL
9888,27.0,South Carolina Upstate,Undrafted,Undrafted,Undrafted,Torrey Craig,198.12,DEN
9889,26.0, ,2013,1,20,Tony Snell,200.66,MIL
9890,36.0,None,2001,1,28,Tony Parker,187.96,SAS
9891,20.0,North Carolina,2017,1,28,Tony Bradley,208.28,UTA
9892,36.0,Oklahoma State,2004,1,25,Tony Allen,193.04,NOP
9893,26.0,None,2012,2,32,Tomas Satoransky,200.66,WAS
9894,25.0,Tennessee,2011,1,19,Tobias Harris,205.74,LAC
9895,23.0,None,2016,1,24,Timothe Luwawu-Cabarrot,198.12,PHI
9896,31.0,None,Undrafted,Undrafted,Undrafted,Timofey Mozgov,215.9,BKN
9897,23.0,Louisiana State,Undrafted,Undrafted,Undrafted,Tim Quarterman,198.12,HOU
9898,26.0,Michigan,2013,1,24,Tim Hardaway Jr.,198.12,NYK
9899,27.0,None,Undrafted,Undrafted,Undrafted,Tim Frazier,185.42,WAS
9900,20.0,Indiana,2017,2,42,Thomas Bryant,208.28,LAL
9901,20.0,Gonzaga,2017,1,10,Zach Collins,213.36,POR
9902,23.0,UCLA,2014,1,13,Zach LaVine,195.58,CHI
9903,36.0,Michigan State,2001,1,19,Zach Randolph,205.74,SAC
9904,29.0,Providence,2011,1,25,MarShon Brooks,195.58,MEM
9905,33.0,None,2007,2,48,Marc Gasol,215.9,MEM
9906,34.0,None,2005,2,57,Marcin Gortat,210.82,WAS
9907,32.0,None,2007,1,18,Marco Belinelli,195.58,PHI
9908,24.0,Georgia Tech,Undrafted,Undrafted,Undrafted,Marcus Georges-Hunt,195.58,MIN
9909,28.0,Kansas,2011,1,14,Marcus Morris Sr.,205.74,BOS
9910,24.0,North Carolina,2016,2,55,Marcus Paige,182.88,CHA
9911,24.0,Oklahoma State,2014,1,6,Marcus Smart,193.04,BOS
9912,32.0,Kansas,2008,2,34,Mario Chalmers,187.96,MEM
9913,23.0,None,2015,1,5,Mario Hezonja,203.2,ORL
9914,26.0,Oklahoma State,2014,2,44,Markel Brown,190.5,HOU
9915,20.0,Washington,2017,1,1,Markelle Fultz,193.04,PHI
9916,28.0,Kansas,2011,1,13,Markieff Morris,208.28,WAS
9917,20.0,Washington,2016,1,8,Marquese Chriss,208.28,PHX
9918,25.0,Kentucky,2012,1,29,Marquis Teague,187.96,MEM
9919,40.0,None,1999,2,57,Manu Ginobili,198.12,SAS
9920,30.0,Florida,2008,1,16,Marreese Speights,208.28,ORL
9921,25.0,Louisville,Undrafted,Undrafted,Undrafted,Mangok Mathiang,208.28,CHA
9922,21.0,Florida State,2016,1,19,Malik Beasley,195.58,DEN
9923,28.0,Houston,Undrafted,Undrafted,Undrafted,Jonathon Simmons,198.12,ORL
9924,20.0,UCLA,2017,1,2,Lonzo Ball,198.12,LAL
9925,27.0,North Carolina State,2013,2,52,Lorenzo Brown,195.58,TOR
9926,31.0,None,2005,2,45,Lou Williams,185.42,LAC
9927,31.0,California-Los Angeles,2008,2,37,Luc Mbah a Moute,203.2,HOU
9928,25.0,None,2013,1,16,Lucas Nogueira,213.36,TOR
9929,25.0,Westchester CC NY,Undrafted,Undrafted,Undrafted,Luis Montero,200.66,DET
9930,29.0,Nevada-Reno,2010,1,16,Luke Babbitt,205.74,MIA
9931,22.0,Duke,2017,1,12,Luke Kennard,195.58,DET
9932,22.0,Vanderbilt,Undrafted,Undrafted,Undrafted,Luke Kornet,215.9,NYK
9933,33.0,Duke,2004,1,7,Luol Deng,205.74,LAL
9934,22.0,Syracuse,2016,1,22,Malachi Richardson,198.12,TOR
9935,25.0,Virginia,2016,2,36,Malcolm Brogdon,195.58,MIL
9936,29.0,Virginia Tech,Undrafted,Undrafted,Undrafted,Malcolm Delaney,190.5,ATL
9937,25.0,Holy Cross,Undrafted,Undrafted,Undrafted,Malcolm Miller,200.66,TOR
9938,20.0,Kentucky,2017,1,11,Malik Monk,190.5,CHA
9939,22.0,Kentucky,2016,1,28,Skal Labissiere,210.82,SAC
9940,25.0,Duke,Undrafted,Undrafted,Undrafted,Marshall Plumlee,213.36,MIL
9941,28.0,Duke,2013,1,22,Mason Plumlee,210.82,DEN
9942,24.0,Louisville,2015,2,32,Montrezl Harrell,203.2,LAC
9943,25.0,None,Undrafted,Undrafted,Undrafted,Myke Henry,198.12,MEM
9944,22.0,Texas,2015,1,11,Myles Turner,210.82,IND
9945,27.0,South Dakota State,2013,2,38,Nate Wolters,193.04,UTA
9946,24.0,Iowa State,Undrafted,Undrafted,Undrafted,Naz Mitrou-Long,193.04,UTA
9947,30.0,None,2010,2,35,Nemanja Bjelica,208.28,MIN
